Name,address,star,Rating+Noreview,Rank,price,seat,openclosedate-time,type,facilities
T?OT?Oนมตุ๋นฮ่องกง (T?OT?O),208 ถ. มหาไชย แขวง สำราญราษฎร์ เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย กรุงเทพมหานคร,4, 19 เรตติ้ง (16 รีวิว),อันดับ #8 จาก 496, (ต่ำกว่า 100 บาท),11 - 40 ที่นั่ง,"{'จันทร์ - พฤหัสบดี': ['11:00 - 21:00'], 'ศุกร์ - อาทิตย์': ['11:00 - 22:00']}","ร้านกาแฟ/ชา,ของหวาน,","[{'T?OT?Oนมตุ๋นฮ่องกง (T?OT?O)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
ร่วมสุข Steakhouse & Noodles,1105 ซอย อาคารสงเคราะห์ แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร ประเทศไทย กรุงเทพมหานคร,4, 27 เรตติ้ง (26 รีวิว),อันดับ #4 จาก 141, (101 - 250 บาท),,"{'จันทร์ - พุธ': ['11:00 - 22:00'], 'พฤหัสบดี': ['12:00 - 22:00'], 'ศุกร์ - อาทิตย์': ['11:00 - 22:00']}","สเต๊ก,ก๋วยเตี๋ยว,ร้านกาแฟ/ชา,","[{'ร่วมสุข Steakhouse & Noodles': True, 'ที่จอดรถ': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True, 'แอลกอฮอล์': True}]"
Seven Suns (เซเว่น ซัน),ถนน สุขุมวิท ซอย ทองหล่อ 17 กรุงเทพมหานคร (ตั้งอยู่ที : The Commons M Floor),4, 49 เรตติ้ง (31 รีวิว),อันดับ #17 จาก 946, (101 - 250 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['09:00 - 19:00']},"ร้านกาแฟ/ชา,","[{'Seven Suns (เซเว่น ซัน)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
BLACK HILLS,"302/12, ซอยลาดพร้าว 1 แยก 2, จอมพล, กรุงเทพมหานคร, กรุงเทพ, 10900, ประเทศไทย กรุงเทพมหานคร",4.1, 35 เรตติ้ง (27 รีวิว),"อันดับ #5 จาก 1,300", (101 - 250 บาท),,"{'จันทร์': ['08:00 - 17:00'], 'พุธ - อาทิตย์': ['08:00 - 17:00']}","ร้านกาแฟ/ชา,","[{'BLACK HILLS': True, 'ที่จอดรถ': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Hidden leaf Matcha,19/6 ถ. กาญจนาภิเษก แขวง คันนายาว เขตคันนายาว กรุงเทพมหานคร ประเทศไทย กรุงเทพมหานคร (หลังก๋วยเตี๋ยวเรือหลานโกฮับ),3.9, 12 เรตติ้ง (10 รีวิว),อันดับ #3 จาก 438, (101 - 250 บาท),ไม่เกิน 10 ที่นั่ง,"{'จันทร์': ['08:00 - 17:00'], 'พุธ': ['08:00 - 16:30'], 'พฤหัสบดี - อาทิตย์': ['08:00 - 17:00']}","ร้านกาแฟ/ชา,","[{'Hidden leaf Matcha': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Paga Microroastery,45/1 ซอยสุขุมวิท 31 ถนนสุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กทม 10110 กรุงเทพมหานคร (เข้าซอยสุขุมวิท 31 เจอสี่แยกเลี้ยวซ้าย ทางจะบังคับขวา ร้านอยู่ซ้ายมือ),4, 15 เรตติ้ง (12 รีวิว),อันดับ #18 จาก 946, (101 - 250 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['08:00 - 17:00']},"ร้านกาแฟ/ชา,","[{'Paga Microroastery': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
PARADAi Crafted Chocolate & Cafe (ภราดัย),"939, ถ.พระราม 1, วังใหม่, กรุงเทพมหานคร, 10330, ประเทศไทย กรุงเทพมหานคร (ชั้น 3 หอศิลปวัฒนธรรม)",4.2, 37 เรตติ้ง (31 รีวิว),อันดับ #17 จาก 800, (101 - 250 บาท),11 - 40 ที่นั่ง,{'อังคาร - อาทิตย์': ['10:00 - 20:00']},"ของหวาน,คาเฟ่,ร้านกาแฟ/ชา,","[{'PARADAi Crafted Chocolate & Cafe (ภราดัย)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True}]"
The Bridge Bistro & Office Space,58/10-11 ถนน สายไหม กรุงเทพมหานคร (Siri Avenue Sai Mai),4, 52 เรตติ้ง (36 รีวิว),อันดับ #1 จาก 203, (101 - 250 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['09:00 - 21:00']},"คาเฟ่,ร้านกาแฟ/ชา,อาหารตามสั่ง,","[{'The Bridge Bistro & Office Space': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
ตู้กับข้าว (ตู้กับข้าว ณ ดอนเมือง),"19 ซอย ช่างอากาศอุทิศ 3 แยก 4 เขตดอนเมือง กรุงเทพมหานคร 10210, , ,  10210, , , กรุงเทพมหานคร",3.9, 27 เรตติ้ง (17 รีวิว),"อันดับ #3 จาก 1,280", (101 - 250 บาท),41 - 80 ที่นั่ง,{'ทุกวัน': ['11:00 - 23:59']},"อาหารไทย,ร้านกาแฟ/ชา,","[{'ตู้กับข้าว (ตู้กับข้าว ณ ดอนเมือง)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True, 'แอลกอฮอล์': True}]"
กาแฟขี้ชะมด Bluegold Coffee & Mini zoo (กาแฟขี้ชะมด บลูโกลด์คอฟฟี่ และมินิซู),518 ถนน ประดิษฐ์มนูธรรม กรุงเทพมหานคร (ถนนเลียบทางด่วนรามอินทรา ติดกับร้านLoftrap ก่อนถึงปั๊มเอสโซ่),4.1, 20 เรตติ้ง (14 รีวิว),อันดับ #3 จาก 633, (101 - 250 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['08:00 - 18:00']},"ร้านกาแฟ/ชา,คาเฟ่,เบเกอรี/เค้ก,","[{'กาแฟขี้ชะมด Bluegold Coffee & Mini zoo (กาแฟขี้ชะมด บลูโกลด์คอฟฟี่ และมินิซู)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Real Cafe,ถนน ราชพฤกษ์ กรุงเทพมหานคร (ร้านอยู่ด้านหน้าเวิ้งศูนย์อาหารปลาอยู่เย็น ริมถนนราชพฤกษ์ ก่อนถึง The Bloc),3.8, 48 เรตติ้ง (36 รีวิว),อันดับ #4 จาก 458, (101 - 250 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['08:00 - 18:00']},"ร้านกาแฟ/ชา,เบเกอรี/เค้ก,ไอศกรีม,","[{'Real Cafe': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True}]"
Bay,111 ซ. พหลโยธิน 7 แขวง สามเสนใน เขตพญาไท กรุงเทพมหานคร ประเทศไทย กรุงเทพมหานคร,4.1, 14 เรตติ้ง (12 รีวิว),อันดับ #12 จาก 517, (101 - 250 บาท),,{'ทุกวัน': ['10:00 - 18:00']},"ร้านกาแฟ/ชา,","[{'Bay': True, 'เดลิเวอรี': True}]"
Hidden Holme Cafe,320 ซอยลาดกระบัง20/ ถนนลาดกระบัง ประเทศไทย กรุงเทพมหานคร (320 lardkrabang Rd.),4.1, 17 เรตติ้ง (12 รีวิว),อันดับ #3 จาก 921, (101 - 250 บาท),,"{'จันทร์ - ศุกร์': ['08:00 - 17:00'], 'เสาร์, อาทิตย์': ['08:00 - 18:00']}","ร้านกาแฟ/ชา,คาเฟ่,เครื่องดื่ม/น้ำผลไม้,","[{'Hidden Holme Cafe': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Y'EST WORKS,"41/1 ซอยสุขุมวิท23(ประสานมิตร), คลองเตยเหนือ, วัฒนา, กรุงเทพมหานคร กรุงเทพมหานคร",4.1, 28 เรตติ้ง (18 รีวิว),อันดับ #19 จาก 946, (101 - 250 บาท),,{'ทุกวัน': ['08:00 - 18:00']},"ร้านกาแฟ/ชา,","[{""Y'EST WORKS"": True, 'ที่จอดรถ': False, 'Wi-Fi': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
nita.bakeandbrew,"11, ปุณณวิถี11 บางจาก พระโขนง กรุงเทพมหานคร กรุงเทพมหานคร (VST Punnawithi)",4.1, 6 เรตติ้ง (6 รีวิว),อันดับ #3 จาก 402, (101 - 250 บาท),11 - 40 ที่นั่ง,"{'จันทร์ - พุธ': ['07:00 - 15:30'], 'พฤหัสบดี - อาทิตย์': ['07:00 - 17:30']}","ร้านกาแฟ/ชา,","[{'nita.bakeandbrew': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
